,Column1,Date,Case Number,ItemInCase,Language,Country,Repairability Index,Size,Model name,Year,General condition,Wash,Repair Threshold,Customer Offer,Age,Fabric_Down Loft,Fabric_K Fleece,Fabric_WBW 2L Membrane,Fabric_WBW 3L Membrane,Fabric failure - Membrane delamination_No,Fabric failure - Membrane delamination_Yes,Fabric failure - Leak through_No,Fabric failure - Leak through_Yes,Fabric failure - Wetting out_No,Fabric failure - Wetting out_Yes,Fabric failure - Down leakage_No,Fabric failure - Down leakage_Yes,Fabric failure - Fading_No,Fabric failure - Fading_Yes,Fabric failure - Pilling_No,Fabric failure - Pilling_Yes,Fabric torn - Rips - Patchable_No,Fabric torn - Rips - Patchable_Yes,Fabric torn - Rips - Not patchable - 1 panel_No,Fabric torn - Rips - Not patchable - 1 panel_Yes,Fabric torn - Rips - Not patchable - X panels_No,Fabric torn - Rips - Not patchable - X panels_Yes,Fabric torn - Abrasion - Light_No,Fabric torn - Abrasion - Light_Yes,Fabric torn - Abrasion - Heavy - 1 panel_No,Fabric torn - Abrasion - Heavy - 1 panel_Yes,Fabric torn - Abrasion - Heavy - X panels_No,Fabric torn - Abrasion - Heavy - X panels_Yes,Fabric torn - Burn - Patchable - _No,Fabric torn - Burn - Not patchable - 1 panel_No,Fabric torn - Burn - Not patchable - 1 panel_Yes,Fabric torn - Burn - Not patchable - X panels_No,Fabric torn - Burn - Not patchable - X panels_Yes,Fabric torn - Stain_No,Fabric torn - Stain_Yes,Fabric torn - Membrane contamination - Light_No,Fabric torn - Membrane contamination - Light_Yes,Fabric torn - Membrane contamination - Heavy_No,Fabric torn - Membrane contamination - Heavy_Yes,Zipper failure - Zipper structureMain_No,Zipper failure - Zipper structureMain_Yes,Zipper failure - Zipper structureAll except main_No,Zipper failure - Zipper structureAll except main_Yes,Zipper failure - Zipper slider_No,Zipper failure - Zipper slider_Yes,Delamination - Press_No,Delamination - Press_Yes,Delamination - 70D Nylon_No,Delamination - 70D Nylon_Yes,Delamination - Seam tape_No,Delamination - Seam tape_Yes,Seam failure - Seam sewn non-WBW Membrane_No,Seam failure - Seam sewn non-WBW Membrane_Yes,Delamination - Seam sewn WBW Membrane_No,Delamination - Seam sewn WBW Membrane_Yes,Delamination - Seam laminated_No,Other - Buckle_No,Other - Buckle_Yes,Known_issue_No,Known_issue_Yes,Repair solution_No,Repair solution_Yes,Repair Threshold Status_above,Repair Threshold Status_below,Repair Threshold Status_equal,Product_type_shell
60,64,11/1/19,1079387,1,EN,Australia,10,M,Levantine mx men,2011,2_Good,No,6,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
61,505,1/16/20,1079411,1,EN,Australia,2,S,Boreal sl jacket women,2015,2_Good,No,1002,Replacement,5,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
62,205,11/25/19,1079843,1,EN,Australia,10,S,Atlantis lt jacket women,2008,2_Good,No,8,Repair,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
63,17,10/28/19,1080275,1,ENG,New Zealand,10,L,Ionian ar jacket men,2011,2_Good,No,6,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
64,346,12/16/19,1081448,1,EN,Australia,10,S,Ionian ar jacket women,2010,3_Excellent,No,1005,Replacement,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
65,199,11/22/19,1081580,1,EN,Australia,10,S,Ionian ar jacket women,2011,2_Good,No,1000,Replacement,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
66,88,11/6/19,1082273,1,EN,Australia,10,L,Boreal sl jacket men,2011,2_Good,No,3,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
67,212,11/26/19,1085720,1,EN,Australia,10,S,Ionian ar jacket men,2010,2_Good,No,1008,30% Discount,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
68,37,10/30/19,1085896,1,EN,Australia,10,M,Bering sv jacket men,2012,2_Good,Yes,1003,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
69,442,1/3/20,1085908,1,EN,Australia,10,S,Boreal sl jacket women,2013,2_Good,No,8,Replacement,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
70,226,11/27/19,1085950,1,EN,Australia,10,S,Boreal lt hybrid jacket men,2015,2_Good,No,3,Replacement,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
71,79,11/5/19,1085988,1,EN,Australia,10,M,Atlantis sv jacket women,2012,1_Used,No,8,30% Discount,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
72,453,1/6/20,1085993,1,EN,Australia,10,XS,Labrador ar jacket women,2005,1_Used,No,8,30% Discount,15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
73,188,11/21/19,1086498,1,EN,Australia,10,S,Boreal ar jacket men,2012,2_Good,No,14,Replacement,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
74,14,10/25/19,1086725,1,ENG,New Zealand,10,M,Boreal sl jacket men,2012,2_Good,No,1005,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
75,425,1/2/20,1087073,1,EN,Australia,10,L,Ionian svx  jacket men,2013,2_Good,No,1000,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
76,80,11/5/19,1087162,1,EN,Australia,10,L,Atlantis lt jacket women,2010,2_Good,No,8,Repair,9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
77,56,10/31/19,1088011,1,EN,Australia,10,M,Levantine lt men,2012,2_Good,No,3,50% Discount,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
78,3,10/24/19,1088533,1,ENG,New Zealand,10,XS,Atlantis sl jacket women,2011,1_Used,No,1008,30% Discount,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
79,1,10/24/19,1088539,1,ENG,New Zealand,10,L,Boreal ar jacket women,2009,2_Good,No,1011,30% Discount,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
80,91,11/6/19,1089624,1,EN,Australia,10,M,seeker comp jacket women,2011,2_Good,No,6,Repair,8,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
81,9,10/25/19,1089882,1,ENG,New Zealand,10,M,Labrador ar jacket women,2006,1_Used,No,11,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
82,347,12/16/19,1089897,1,EN,Australia,10,XS,Boreal lt jacket women,2016,2_Good,No,1000,Replacement,3,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
83,548,1/22/20,1090059,1,EN,New Zealand,2,L,Mediterranean lt men,2016,2_Good,No,1,Repair,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
84,12,10/25/19,1090152,1,ENG,New Zealand,10,S,Boreal ar jacket men,2011,1_Used,No,1008,30% Discount,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
85,55,10/31/19,1090199,1,EN,Australia,10,S,Boreal ar jacket women,2016,2_Good,No,1000,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
86,77,11/5/19,1090640,1,EN,Australia,10,S,Timoral jacket women,2011,2_Good,No,8,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
87,30,10/29/19,1090832,1,EN,Australia,10,L,Boreal ar jacket women,2009,2_Good,No,1005,30% Discount,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
88,125,11/13/19,1091271,1,EN,Australia,10,M,Boreal ar jacket women,2012,2_Good,No,1011,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
89,8,10/24/19,1091279,1,ENG,New Zealand,10,M,Labrador ar jacket men,2006,2_Good,No,9,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
90,149,11/15/19,1091406,1,EN,Australia,10,L,Labrador sv jacket men,2006,2_Good,No,1014,30% Discount,13,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
91,389,12/19/19,1091418,1,EN,Australia,10,M,Marin jacket women,2017,2_Good,No,1000,Replacement,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
92,29,10/29/19,1091479,1,EN,Australia,10,S,Boreal ar jacket women,2006,2_Good,No,9,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
93,65,11/1/19,1091867,1,EN,Australia,10,XL,Red jacket men,2005,2_Good,No,11,30% Discount,14,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
94,67,11/4/19,1092394,1,EN,Australia,10,L,Atlantis sv jacket men,2011,2_Good,No,8,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
95,0,10/24/19,1092409,1,ENG,New Zealand,10,XS,Boreal ar jacket men,2012,2_Good,No,1008,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
96,128,11/13/19,1092552,1,EN,Australia,10,M,Boreal sl jacket women,2010,2_Good,No,5,Replacement,9,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
97,2,10/24/19,1092607,1,ENG,New Zealand,10,XL,Ionian ar jacket men,2009,2_Good,No,1008,30% Discount,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
98,7,10/24/19,1092917,1,ENG,New Zealand,10,L,Boreal ar jacket women,2016,2_Good,No,1000,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
99,70,11/4/19,1093039,1,EN,Australia,10,S,Atlantis comp hoody women,2004,2_Good,No,11,30% Discount,15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
100,92,11/6/19,1093047,1,EN,Australia,10,L,Boreal sl jacket men,2013,2_Good,No,3,Replacement,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
101,31,10/29/19,1093110,1,EN,Australia,10,XL,Apka men,2016,1_Used,Yes,1,Repair,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
102,38,10/30/19,1093232,1,EN,Australia,10,M,Boreal ar jacket men,2016,2_Good,Yes,1,Repair,3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
103,192,11/22/19,1093373,1,EN,Australia,10,S,Boreal sl jacket women,2009,2_Good,No,5,Replacement,10,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
104,312,12/10/19,1093392,1,EN,Australia,10,L,Boreal sl jacket women,2012,2_Good,No,5,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
105,49,10/31/19,1093693,1,EN,Australia,10,M,Labrador ar jacket men,2006,2_Good,No,9,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
106,71,11/4/19,1094023,1,EN,Australia,10,S,Ionian ar jacket women,2005,2_Good,No,9,30% Discount,14,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
107,146,11/15/19,1094035,1,EN,Australia,10,S,Boreal sl jacket women,2015,2_Good,No,3,Replacement,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
108,28,10/29/19,1094106,1,EN,Australia,10,M,Labrador ar jacket men,2006,2_Good,No,9,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
109,32,10/29/19,1094275,1,EN,Australia,10,M,Labrador sv jacket men,2008,1_Used,No,11,30% Discount,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
110,61,11/1/19,1094603,1,EN,Australia,10,L,Labrador ar jacket men,2005,3_Excellent,No,8,Repair,14,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
111,132,11/13/19,1094628,1,EN,New Zealand,10,L,Atlantis sv jacket men,2012,2_Good,No,1000,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
112,50,10/31/19,1094658,1,EN,Australia,10,M,Red jacket men,2009,3_Excellent,No,11,Repair,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
113,342,12/13/19,1094672,1,EN,Australia,10,XL,Flores coat women,2013,2_Good,No,1000,Replacement,6,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
114,111,11/8/19,1094679,1,EN,Australia,10,M,Red parka women,2012,2_Good,No,3,Repair,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
115,52,10/31/19,1094779,1,EN,Australia,10,M,Boreal sv jacket women,2017,2_Good,No,1000,Replacement,2,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
116,21,10/28/19,1095301,1,ENG,Australia,10,M,Baliste lt jacket men,2007,2_Good,No,3,Repair,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
117,101,11/7/19,1095535,1,EN,Australia,10,S,Boreal lt jacket men,2013,2_Good,No,1000,Replacement,6,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
118,24,10/28/19,1095576,1,ENG,Australia,10,M,Ross jacket men,2010,2_Good,No,6,Repair,9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
119,60,11/1/19,1095591,1,EN,Australia,10,M,Ionian ar jacket men,2014,2_Good,No,1003,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
120,93,11/6/19,1095648,1,EN,Australia,10,L,Boreal sl jacket men,2008,1_Used,No,8,30% Discount,11,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
121,18,10/28/19,1095700,1,ENG,Australia,10,M,Boreal ar jacket men,2016,2_Good,No,1000,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
122,40,10/30/19,1095771,1,EN,Australia,10,L,Boreal ar jacket women,2015,2_Good,No,5,Repair,4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
123,53,10/31/19,1095849,1,EN,Australia,10,M,Boreal lt hybrid jacket women,2015,3_Excellent,No,1000,Replacement,4,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
124,39,10/30/19,1095858,1,EN,Australia,10,M,Coral jacket men,2017,2_Good,No,4,Repair,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
125,15,10/25/19,1095863,1,ENG,New Zealand,10,XXL,Atlantis sl jacket men,2010,3_Excellent,No,1008,Replacement,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
126,16,10/25/19,1095893,1,ENG,New Zealand,10,XL,Levantine mx jacket men,2012,2_Good,No,3,Repair,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
